year,ISO,LiNo,latitude,longitude,Breteau_index,Aeg_aed_index,Res_index,Contain_index,Larvae_index,date,
2012,35,58,22.6464403,120.2902105,1100,2,100,26.19047619,19400,2012/8/20,2012/8/26
2011,41,79,22.6493216,120.3183249,1000,1,100,18.18181818,6900,2011/10/3,2011/10/9
2012,38,15,22.6568351,120.330578,800,1,100,38.0952381,13000,2012/9/10,2012/9/16
2012,39,61,22.6364107,120.2948966,800,1,100,14.28571429,5300,2012/9/17,2012/9/23
2011,40,71,22.6375204,120.34283,800,2,800,36.36363636,26600,2011/9/26,2011/10/2
2012,21,64,22.6351375,120.3413886,700,0,100,18.42105263,4300,2012/5/14,2012/5/20
2011,29,72,22.6396034,120.3457126,600,0,100,22.22222222,2900,2011/7/11,2011/7/17
2011,36,34,22.6387562,120.2981408,500,3,100,6.666666667,5200,2011/8/29,2011/9/4
2011,51,76,22.6445413,120.3284158,500,2,100,9.615384615,4400,2011/12/12,2011/12/18
2011,38,9,22.6527321,120.3341816,400,0,100,13.79310345,4200,2011/9/12,2011/9/18
2011,42,17,22.6458181,120.3190457,400,1,100,8.888888889,3500,2011/10/10,2011/10/16
2011,39,68,22.6485655,120.3284158,400,0,100,13.33333333,2300,2011/9/19,2011/9/25
2011,40,68,22.6485655,120.3284158,400,1,100,13.79310345,2400,2011/9/26,2011/10/2
2012,42,68,22.6485655,120.3284158,400,0,100,10.25641026,8300,2012/10/8,2012/10/14
2011,40,11,22.6491501,120.3385059,300,3,100,14.28571429,1600,2011/9/26,2011/10/2
2011,31,25,22.6471059,120.2966989,300,0,100,18.75,3000,2011/7/25,2011/7/31
2012,50,65,22.6473667,120.3341816,300,0,100,11.53846154,1400,2012/12/3,2012/12/9
2011,19,75,22.6384195,120.3385059,300,4,100,100,3600,2011/5/2,2011/5/8
2012,47,10,22.6535995,120.3251724,200,0,100,8,400,2012/11/12,2012/11/18
2011,37,24,22.6432131,120.3154416,200,0,100,4.081632653,1500,2011/9/5,2011/9/11
2012,43,24,22.6432131,120.3154416,200,1,100,4.651162791,1100,2012/10/15,2012/10/21
2012,1,54,22.6355178,120.2927338,200,1,100,11.11111111,1000,2012/1/1,2012/1/1
2012,40,77,22.6458505,120.3237308,200,2,100,11.76470588,3200,2012/9/24,2012/9/30
2011,36,80,22.6556903,120.3215685,200,4,100,11.76470588,15500,2011/8/29,2011/9/4
2011,51,10,22.6535995,120.3251724,100,0,100,5.263157895,1300,2011/12/12,2011/12/18
2012,40,13,22.6507594,120.3323798,100,0,100,16.66666667,5000,2012/9/24,2012/9/30
2012,46,18,22.6447551,120.2999431,100,1,100,10.71428571,1533.333333,2012/11/5,2012/11/11
2011,52,26,22.6466511,120.3053498,100,0,100,10,500,2011/12/19,2011/12/25
2011,39,31,22.639853,120.3219289,100,0,100,8.333333333,1300,2011/9/19,2011/9/25
2011,20,34,22.6387562,120.2981408,100,0,100,10,1000,2011/5/9,2011/5/15
2011,27,46,22.6638891,120.3208477,100,0,100,33.33333333,600,2011/6/27,2011/7/3
2011,42,48,22.6665247,120.3291365,100,2,100,4.761904762,1700,2011/10/10,2011/10/16
2011,27,63,22.6437991,120.3255327,100,0,100,7.692307692,1600,2011/6/27,2011/7/3
2011,41,65,22.6473667,120.3341816,100,1,100,2.941176471,1000,2011/10/3,2011/10/9
2011,27,74,22.6403602,120.3356231,100,0,100,33.33333333,200,2011/6/27,2011/7/3
2011,52,74,22.6403602,120.3356231,100,0,100,2.564102564,1700,2011/12/19,2011/12/25
2012,38,75,22.6384195,120.3385059,100,0,100,16.66666667,300,2012/9/10,2012/9/16
2011,39,80,22.6556903,120.3215685,100,1,100,5,800,2011/9/19,2011/9/25
2011,17,86,22.6523825,120.3132792,100,0,100,8.333333333,1500,2011/4/18,2011/4/24
2012,35,86,22.6523825,120.3132792,100,0,100,4.761904762,500,2012/8/20,2012/8/26
2011,34,68,22.6485655,120.3284158,90,0,20,42.85714286,810,2011/8/15,2011/8/21
2011,23,25,22.6471059,120.2966989,75,0.5,50,6.52173913,550,2011/5/30,2011/6/5
2005,13,48,22.6665247,120.3291365,68,0,0,100,0,2005/3/21,2005/3/27
2007,35,79,22.6493216,120.3183249,62.06896552,0,6.896551724,39.13043478,256.8965517,2007/8/27,2007/9/2
2008,38,51,22.6762937,120.3240912,57.57575758,0.242424242,28.78787879,26.38888889,528.7878788,2008/9/15,2008/9/21
2012,36,57,22.6432638,120.300664,57.14285714,0.040816327,40.81632653,37.83783784,632.6530612,2012/8/27,2012/9/2
2005,43,72,22.6396034,120.3457126,56,0.08,6,82.35294118,288,2005/10/17,2005/10/23
2009,36,30,22.6389998,120.3179645,50.98039216,0.078431373,23.52941176,34.66666667,521.5686275,2009/8/31,2009/9/6
2012,19,5,22.6367146,120.2869661,50,0,37.5,14.28571429,1087.5,2012/4/30,2012/5/6
2011,17,25,22.6471059,120.2966989,50,0,50,2.702702703,1250,2011/4/18,2011/4/24
2005,26,48,22.6665247,120.3291365,50,0.02,30,44.64285714,626,2005/6/20,2005/6/26
2012,1,78,22.6560292,120.3183249,50,0,12.5,36.36363636,500,2012/1/1,2012/1/1
2007,32,48,22.6665247,120.3291365,49.29577465,0.211267606,32.3943662,26.71755725,771.8309859,2007/8/6,2007/8/12
2010,37,56,22.6409958,120.2938152,48.27586207,0.172413793,27.5862069,29.57746479,748.2758621,2010/9/6,2010/9/12
2007,37,79,22.6493216,120.3183249,48.07692308,0.153846154,25,22.52252252,882.6923077,2007/9/10,2007/9/16
2008,40,73,22.6366358,120.3341816,48,0.08,22,24.24242424,476,2008/9/29,2008/10/5
2007,23,48,22.6665247,120.3291365,46,0.08,20,14.74358974,1172,2007/6/4,2007/6/10
2008,40,58,22.6464403,120.2902105,46,0,14,23,288,2008/9/29,2008/10/5
2007,24,15,22.6568351,120.330578,42,0.06,28,24.70588235,446,2007/6/11,2007/6/17
2005,43,75,22.6384195,120.3385059,42,0.1,8,87.5,268,2005/10/17,2005/10/23
2005,43,76,22.6445413,120.3284158,42,0,6,32.8125,128,2005/10/17,2005/10/23
2005,41,78,22.6560292,120.3183249,40.45307443,0.161812298,23.30097087,20.52545156,894.4983819,2005/10/3,2005/10/9
2005,43,64,22.6351375,120.3413886,40.38461538,0.076923077,5.769230769,52.5,96.15384615,2005/10/17,2005/10/23
2011,50,49,22.6625156,120.3161625,40,0,20,28.57142857,200,2011/12/5,2011/12/11
2006,38,71,22.6375204,120.34283,39.39393939,0.075757576,28.78787879,16.99346405,442.4242424,2006/9/11,2006/9/17
2007,37,52,22.6420718,120.2999431,38.46153846,0.019230769,23.07692308,28.57142857,553.8461538,2007/9/10,2007/9/16
2008,48,30,22.6389998,120.3179645,37.25490196,0.078431373,25.49019608,16.81415929,537.254902,2008/11/24,2008/11/30
2006,35,53,22.638573,120.2941757,36.60531697,0.102249489,21.06339468,32.8440367,544.3762781,2006/8/21,2006/8/27
2007,37,32,22.6395987,120.3150812,36.53846154,0.153846154,25,22.89156627,398.0769231,2007/9/10,2007/9/16
2007,25,48,22.6665247,120.3291365,36,0.02,18,26.47058824,456,2007/6/18,2007/6/24
2007,36,49,22.6625156,120.3161625,36,0.08,10,19.78021978,460,2007/9/3,2007/9/9
2008,40,49,22.6625156,120.3161625,36,0.06,16,30.50847458,448,2008/9/29,2008/10/5
2008,47,55,22.6403863,120.3096749,36,0.3,10,24.32432432,502,2008/11/17,2008/11/23
2007,33,7,22.6444324,120.2837217,35.71428571,0.178571429,17.85714286,18.34862385,558.9285714,2007/8/13,2007/8/19
2010,24,30,22.6389998,120.3179645,35.29411765,0,19.60784314,29.50819672,335.2941176,2010/6/7,2010/6/13
2006,44,23,22.6467948,120.3111166,35.21126761,0.169014085,18.30985915,12.82051282,338.028169,2006/10/23,2006/10/29
2012,40,26,22.6466511,120.3053498,35,3.2,20,13.46153846,1100,2012/9/24,2012/9/30
2010,41,78,22.6560292,120.3183249,34.7826087,0.072463768,17.39130435,33.33333333,365.2173913,2010/10/4,2010/10/10
2005,43,70,22.6378342,120.3284158,34,0.06,12,73.91304348,484,2005/10/17,2005/10/23
2011,51,16,22.6480125,120.32301,33.33333333,0,21.56862745,38.63636364,268.627451,2011/12/12,2011/12/18
2011,44,68,22.6485655,120.3284158,33.33333333,0.333333333,33.33333333,7.692307692,1100,2011/10/24,2011/10/30
2005,43,74,22.6403602,120.3356231,33.33333333,0.019607843,5.882352941,31.48148148,117.6470588,2005/10/17,2005/10/23
2006,40,48,22.6665247,120.3291365,32.35294118,0.117647059,23.52941176,22.68041237,595.5882353,2006/9/25,2006/10/1
2010,36,58,22.6464403,120.2902105,32.35294118,0.088235294,14.70588235,20.95238095,38.23529412,2010/8/30,2010/9/5
2005,43,78,22.6560292,120.3183249,32.14285714,0.035714286,1.785714286,35.29411765,14.28571429,2005/10/17,2005/10/23
2007,24,9,22.6527321,120.3341816,32,0.04,12,16.49484536,300,2007/6/11,2007/6/17
2008,40,46,22.6638891,120.3208477,32,0.04,26,30.76923077,272,2008/9/29,2008/10/5
2008,30,53,22.638573,120.2941757,32,0.06,22,27.5862069,100,2008/7/21,2008/7/27
2007,26,58,22.6464403,120.2902105,32,0.06,10,14.67889908,210,2007/6/25,2007/7/1
2012,27,58,22.6464403,120.2902105,32,0,12,32.65306122,286,2012/6/25,2012/7/1
2005,43,85,22.6594543,120.3212081,31.48148148,0.037037037,1.851851852,40.47619048,105.5555556,2005/10/17,2005/10/23
2008,29,12,22.6572136,120.3255327,31.37254902,0,13.7254902,22.85714286,250.9803922,2008/7/14,2008/7/20
2010,29,63,22.6437991,120.3255327,31.37254902,0.039215686,15.68627451,23.52941176,552.9411765,2010/7/12,2010/7/18
2009,33,58,22.6464403,120.2902105,30.76923077,0.019230769,23.07692308,12.6984127,284.6153846,2009/8/10,2009/8/16
2007,42,26,22.6466511,120.3053498,30.64516129,0.112903226,12.90322581,20.65217391,154.8387097,2007/10/15,2007/10/21
2012,35,12,22.6572136,120.3255327,30,0.2,12,30,434,2012/8/20,2012/8/26
2012,36,29,22.6494122,120.3017453,30,0.04,14,36.58536585,384,2012/8/27,2012/9/2
2012,22,39,22.633484,120.3186853,30,0.04,16,33.33333333,518,2012/5/21,2012/5/27
2008,39,50,22.6709279,120.3240912,30,0.14,20,24.19354839,272,2008/9/22,2008/9/28
2005,43,63,22.6437991,120.3255327,30,0,12,28.30188679,244,2005/10/17,2005/10/23
2005,43,69,22.6416229,120.3392266,30,0.02,8,21.73913043,82,2005/10/17,2005/10/23
2008,35,76,22.6445413,120.3284158,29.6875,0.0625,14.0625,17.27272727,190.625,2008/8/25,2008/8/31
2005,39,24,22.6432131,120.3154416,29.57317073,0.225609756,16.15853659,17.9297597,631.097561,2005/9/19,2005/9/25
2011,42,56,22.6409958,120.2938152,29.16666667,0.208333333,16.66666667,26.92307692,758.3333333,2011/10/10,2011/10/16
2009,29,60,22.6430695,120.3096749,29.09090909,0.036363636,18.18181818,16.49484536,147.2727273,2009/7/13,2009/7/19
2009,49,47,22.6625794,120.3255327,28.84615385,0.096153846,13.46153846,24.59016393,363.4615385,2009/11/30,2009/12/6
2008,33,49,22.6625156,120.3161625,28.73563218,0.011494253,16.09195402,13.58695652,300,2008/8/11,2008/8/17
2010,39,31,22.639853,120.3219289,28.68852459,0.049180328,13.93442623,31.53153153,407.3770492,2010/9/20,2010/9/26
2011,48,49,22.6625156,120.3161625,28.57142857,0,14.28571429,14.28571429,142.8571429,2011/11/21,2011/11/27
2005,40,3,22.643491,120.2963385,28.33333333,1.166666667,23.33333333,15.45454545,693.3333333,2005/9/26,2005/10/2
2008,48,63,22.6437991,120.3255327,28.30188679,0.132075472,22.64150943,26.78571429,460.3773585,2008/11/24,2008/11/30
2008,21,70,22.6378342,120.3284158,28.30188679,0.056603774,9.433962264,18.29268293,205.6603774,2008/5/19,2008/5/25
2010,35,28,22.6490349,120.3067915,28.08988764,0.093632959,16.47940075,17.52336449,347.1910112,2010/8/23,2010/8/29
2005,33,5,22.6367146,120.2869661,28,0,18,16.09195402,714,2005/8/8,2005/8/14
2007,25,7,22.6444324,120.2837217,28,0.18,10,17.72151899,374,2007/6/18,2007/6/24
2005,26,13,22.6507594,120.3323798,28,0.04,28,20.89552239,212,2005/6/20,2005/6/26
2012,22,37,22.6381576,120.3010244,28,0,16,31.11111111,214,2012/5/21,2012/5/27
2007,26,47,22.6625794,120.3255327,28,0.1,10,14.14141414,400,2007/6/25,2007/7/1
2007,24,54,22.6355178,120.2927338,28,0.02,12,16.47058824,548,2007/6/11,2007/6/17
2005,43,71,22.6375204,120.34283,28,0.06,8,18.66666667,198,2005/10/17,2005/10/23
2007,39,72,22.6396034,120.3457126,28,0,22,23.72881356,230,2007/9/24,2007/9/30
2005,30,78,22.6560292,120.3183249,28,0.02,16,17.94871795,456,2005/7/18,2005/7/24
2007,29,79,22.6493216,120.3183249,28,0.06,18,16.27906977,384,2007/7/16,2007/7/22
2010,39,79,22.6493216,120.3183249,27.84810127,0.054852321,15.61181435,26.61290323,491.1392405,2010/9/20,2010/9/26
2010,42,37,22.6381576,120.3010244,27.77777778,0.022222222,16.66666667,24.27184466,294.4444444,2010/10/11,2010/10/17
2010,44,11,22.6491501,120.3385059,27.55102041,0.010204082,14.28571429,21.25984252,264.2857143,2010/10/25,2010/10/31
2010,37,2,22.6436793,120.2938152,27.52293578,0.055045872,19.26605505,11.95219124,498.1651376,2010/9/6,2010/9/12
2010,38,30,22.6389998,120.3179645,27.45098039,0.078431373,12.99019608,24.61538462,393.3823529,2010/9/13,2010/9/19
2006,18,73,22.6366358,120.3341816,27.45098039,0.019607843,13.7254902,20,415.6862745,2006/4/24,2006/4/30
2010,24,83,22.651373,120.3165229,27.45098039,0,21.56862745,29.78723404,264.7058824,2010/6/7,2010/6/13
2008,27,2,22.6436793,120.2938152,26.92307692,0,13.46153846,15.55555556,213.4615385,2008/6/30,2008/7/6
2007,26,27,22.6497893,120.2966989,26.92307692,0.019230769,11.53846154,16.09195402,446.1538462,2007/6/25,2007/7/1
2007,37,30,22.6389998,120.3179645,26.92307692,0.230769231,19.23076923,24.13793103,350,2007/9/10,2007/9/16
2009,31,86,22.6523825,120.3132792,26.92307692,0,13.46153846,16.47058824,171.1538462,2009/7/27,2009/8/2
2006,22,27,22.6497893,120.2966989,26.41509434,0.037735849,13.20754717,11.76470588,420.754717,2006/5/22,2006/5/28
2006,42,47,22.6625794,120.3255327,26.36363636,0.7,20.90909091,20.27972028,506.3636364,2006/10/9,2006/10/15
2007,25,2,22.6436793,120.2938152,26,0.02,12,20,362,2007/6/18,2007/6/24
2008,40,15,22.6568351,120.330578,26,0.06,6,23.21428571,368,2008/9/29,2008/10/5
2007,35,17,22.6458181,120.3190457,26,0.16,14,24.52830189,286,2007/8/27,2007/9/2
2007,41,47,22.6625794,120.3255327,26,0.02,16,15.85365854,262,2007/10/8,2007/10/14
2007,24,49,22.6625156,120.3161625,26,0.04,16,17.80821918,446,2007/6/11,2007/6/17
2011,39,66,22.6402174,120.3298573,26,0.04,6,22.4137931,290,2011/9/19,2011/9/25
2007,26,73,22.6366358,120.3341816,26,0.1,16,13.54166667,392,2007/6/25,2007/7/1
2008,27,79,22.6493216,120.3183249,26,0.02,14,22.03389831,280,2008/6/30,2008/7/6
2007,29,40,22.6390265,120.2855241,25.80645161,0.209677419,17.74193548,14.95327103,427.4193548,2007/7/16,2007/7/22
2005,39,9,22.6527321,120.3341816,25.76271186,0.138983051,17.28813559,16.74008811,441.0169492,2005/9/19,2005/9/25
2011,42,24,22.6432131,120.3154416,25.71428571,0.057142857,14.28571429,29.03225806,142.8571429,2011/10/10,2011/10/16
2010,39,25,22.6471059,120.2966989,25.51319648,0.035190616,16.71554252,19.24778761,397.6539589,2010/9/20,2010/9/26
2008,27,48,22.6665247,120.3291365,25.49019608,0.039215686,17.64705882,22.03389831,156.8627451,2008/6/30,2008/7/6
2008,28,70,22.6378342,120.3284158,25.49019608,0,17.64705882,21.31147541,241.1764706,2008/7/7,2008/7/13
2012,37,83,22.651373,120.3165229,25.37313433,0.029850746,17.41293532,24.75728155,160.199005,2012/9/3,2012/9/9
2007,27,22,22.6424705,120.3125583,25,0.203125,10.9375,19.04761905,225,2007/7/2,2007/7/8
2009,40,24,22.6432131,120.3154416,25,0.057692308,9.615384615,17.80821918,107.6923077,2009/9/28,2009/10/4
2005,39,25,22.6471059,120.2966989,25,0.125,12.5,16.66666667,487.5,2005/9/19,2005/9/25
2007,40,58,22.6464403,120.2902105,25,0.057692308,17.30769231,14.77272727,365.3846154,2007/10/1,2007/10/7
2010,40,83,22.651373,120.3165229,24.79166667,0.05625,16.25,25.53648069,311.875,2010/9/27,2010/10/3
2010,30,59,22.6437128,120.2985012,24.69135802,0,19.75308642,18.34862385,275.308642,2010/7/19,2010/7/25
2006,39,79,22.6493216,120.3183249,24.61538462,0,16.92307692,18.60465116,253.8461538,2006/9/18,2006/9/24
2011,45,14,22.6449684,120.3457126,24.59016393,0.043715847,15.84699454,21.53110048,179.2349727,2011/10/31,2011/11/6
2008,25,49,22.6625156,120.3161625,24.52830189,0.018867925,18.86792453,17.80821918,147.1698113,2008/6/16,2008/6/22
2010,40,79,22.6493216,120.3183249,24.45414847,0.034934498,16.59388646,24.77876106,300.4366812,2010/9/27,2010/10/3
2009,32,48,22.6665247,120.3291365,24.07407407,0,18.51851852,18.57142857,285.1851852,2009/8/3,2009/8/9
2005,23,2,22.6436793,120.2938152,24,0.04,6,23.07692308,224,2005/5/30,2005/6/5
2008,40,7,22.6444324,120.2837217,24,0.02,14,20.68965517,138,2008/9/29,2008/10/5
2005,26,9,22.6527321,120.3341816,24,0.02,24,13.95348837,274,2005/6/20,2005/6/26
2005,29,14,22.6449684,120.3457126,24,0,10,16,254,2005/7/11,2005/7/17
2005,31,14,22.6449684,120.3457126,24,0.02,10,13.04347826,296,2005/7/25,2005/7/31
2007,42,15,22.6568351,120.330578,24,0,20,22.64150943,206,2007/10/15,2007/10/21
2011,46,15,22.6568351,120.330578,24,0.04,18,24.48979592,228,2011/11/7,2011/11/13
2005,27,30,22.6389998,120.3179645,24,0.02,14,15,196,2005/6/27,2005/7/3
2005,29,32,22.6395987,120.3150812,24,0.04,18,15.18987342,798,2005/7/11,2005/7/17
2005,31,32,22.6395987,120.3150812,24,0.08,16,22.64150943,348,2005/7/25,2005/7/31
2010,23,35,22.636206,120.3168833,24,0.08,14,23.52941176,550,2010/5/31,2010/6/6
2007,31,47,22.6625794,120.3255327,24,0.06,6,38.70967742,1010,2007/7/30,2007/8/5
2007,33,47,22.6625794,120.3255327,24,0,16,20,514,2007/8/13,2007/8/19
2007,37,62,22.6392101,120.2894895,24,0.02,10,14.81481481,200,2007/9/10,2007/9/16
2008,40,62,22.6392101,120.2894895,24,0.12,12,25,128,2008/9/29,2008/10/5
2008,33,66,22.6402174,120.3298573,23.94366197,0.056338028,14.08450704,9.189189189,139.4366197,2008/8/11,2008/8/17
2011,48,26,22.6466511,120.3053498,23.80952381,0.055555556,12.6984127,28.03738318,231.7460317,2011/11/21,2011/11/27
2011,45,64,22.6351375,120.3413886,23.80952381,0.031746032,14.28571429,22.05882353,188.0952381,2011/10/31,2011/11/6
2007,38,47,22.6625794,120.3255327,23.73737374,0.232323232,16.16161616,11.13744076,261.6161616,2007/9/17,2007/9/23
2009,31,85,22.6594543,120.3212081,23.63636364,0,12.72727273,20.63492063,352.7272727,2009/7/27,2009/8/2
2008,40,1,22.6393982,120.2869661,23.52941176,0.019607843,15.68627451,12.90322581,250.9803922,2008/9/29,2008/10/5
2007,32,49,22.6625156,120.3161625,23.52941176,0,7.843137255,9.375,184.3137255,2007/8/6,2007/8/12
2008,16,53,22.638573,120.2941757,23.52941176,0,7.843137255,18.18181818,358.8235294,2008/4/14,2008/4/20
2010,39,61,22.6364107,120.2948966,23.52941176,0,13.7254902,27.90697674,280.3921569,2010/9/20,2010/9/26
2007,26,63,22.6437991,120.3255327,23.52941176,0.058823529,9.803921569,16,539.2156863,2007/6/25,2007/7/1
2011,47,86,22.6523825,120.3132792,23.42342342,0.063063063,13.51351351,25,167.5675676,2011/11/14,2011/11/20
2007,28,23,22.6467948,120.3111166,23.33333333,0.1,16.66666667,17.72151899,181.6666667,2007/7/9,2007/7/15
2007,28,17,22.6458181,120.3190457,23.21428571,0.035714286,19.64285714,7.784431138,226.7857143,2007/7/9,2007/7/15
2005,33,21,22.6338814,120.2876871,23.21428571,0.285714286,12.5,9.62962963,425,2005/8/8,2005/8/14
2010,23,15,22.6568351,120.330578,23.07692308,0.038461538,15.38461538,16.43835616,325,2010/5/31,2010/6/6
2011,49,48,22.6665247,120.3291365,23.07692308,0,13.46153846,26.08695652,151.9230769,2011/11/28,2011/12/4
2011,41,75,22.6384195,120.3385059,23.07692308,0,15.38461538,22.22222222,253.8461538,2011/10/3,2011/10/9
2005,43,77,22.6458505,120.3237308,23.07692308,0,0,29.26829268,0,2005/10/17,2005/10/23
2010,38,81,22.6524079,120.3244516,23.07692308,0.065934066,14.83516484,20.68965517,385.1648352,2010/9/13,2010/9/19
2012,25,55,22.6403863,120.3096749,22.72727273,0.045454545,9.090909091,15.625,581.8181818,2012/6/11,2012/6/17
2012,41,41,22.6416948,120.3049893,22.58064516,0.161290323,16.12903226,19.17808219,129.0322581,2012/10/1,2012/10/7
2010,38,22,22.6424705,120.3125583,22.29965157,0.031358885,15.67944251,14.64530892,286.0627178,2010/9/13,2010/9/19
2011,40,74,22.6403602,120.3356231,22.22222222,0.037037037,3.703703704,14.63414634,351.8518519,2011/9/26,2011/10/2
2005,44,3,22.643491,120.2963385,22,0.06,8,15.94202899,366,2005/10/24,2005/10/30
2007,23,4,22.6366375,120.2905709,22,0,16,17.1875,270,2007/6/4,2007/6/10
2006,43,7,22.6444324,120.2837217,22,0.04,16,13.41463415,644,2006/10/16,2006/10/22
2007,24,12,22.6572136,120.3255327,22,0,18,11.34020619,396,2007/6/11,2007/6/17
2010,51,13,22.6507594,120.3323798,22,0.3,16,24.44444444,410,2010/12/13,2010/12/19
2007,41,18,22.6447551,120.2999431,22,0,22,23.91304348,126,2007/10/8,2007/10/14
2007,39,23,22.6467948,120.3111166,22,0,12,17.46031746,192,2007/9/24,2007/9/30
2005,27,29,22.6494122,120.3017453,22,0.08,10,16.17647059,310,2005/6/27,2005/7/3
2007,24,34,22.6387562,120.2981408,22,0,14,13.0952381,184,2007/6/11,2007/6/17
2007,29,44,22.6430364,120.3049893,22,0.02,18,12.64367816,346,2007/7/16,2007/7/22
2005,26,46,22.6638891,120.3208477,22,0.04,16,14.66666667,396,2005/6/20,2005/6/26
2010,25,48,22.6665247,120.3291365,22,0,12,34.375,214,2010/6/14,2010/6/20
2011,31,62,22.6392101,120.2894895,22,0.04,14,28.20512821,256,2011/7/25,2011/7/31
2005,43,65,22.6473667,120.3341816,22,0.04,6,19.64285714,114,2005/10/17,2005/10/23
2007,28,66,22.6402174,120.3298573,22,0,12,19.64285714,264,2007/7/9,2007/7/15
2011,50,68,22.6485655,120.3284158,22,0.16,12,23.91304348,194,2011/12/5,2011/12/11
2007,34,71,22.6375204,120.34283,22,0.16,22,20.37037037,238,2007/8/20,2007/8/26
2007,35,73,22.6366358,120.3341816,22,0,18,18.33333333,158,2007/8/27,2007/9/2
2010,23,73,22.6366358,120.3341816,22,0.06,10,18.96551724,164,2010/5/31,2010/6/6
2008,28,75,22.6384195,120.3385059,22,0.06,14,18.6440678,130,2008/7/7,2008/7/13
2008,40,76,22.6445413,120.3284158,22,0.04,14,15.06849315,130,2008/9/29,2008/10/5
2008,43,83,22.651373,120.3165229,22,0.22,16,13.92405063,132,2008/10/20,2008/10/26
2007,27,85,22.6594543,120.3212081,22,0.06,14,10.78431373,320,2007/7/2,2007/7/8
2011,26,85,22.6594543,120.3212081,22,0,14,23.40425532,200,2011/6/20,2011/6/26
2010,35,6,22.6352957,120.2905709,21.96969697,0.015151515,9.848484848,14.5,147.7272727,2010/8/23,2010/8/29
2006,29,37,22.6381576,120.3010244,21.875,0.140625,18.75,16.47058824,181.25,2006/7/10,2006/7/16
2010,36,26,22.6466511,120.3053498,21.75572519,0.095419847,15.26717557,15.61643836,262.5954198,2010/8/30,2010/9/5
2010,37,40,22.6390265,120.2855241,21.64948454,0,9.278350515,17.5,226.8041237,2010/9/6,2010/9/12
2010,46,15,22.6568351,120.330578,21.59090909,0,14.77272727,22.09302326,272.7272727,2010/11/8,2010/11/14
2005,48,78,22.6560292,120.3183249,21.59090909,0.056818182,12.5,12.62458472,443.75,2005/11/21,2005/11/27
2007,39,9,22.6527321,120.3341816,21.56862745,0,13.7254902,12.35955056,119.6078431,2007/9/24,2007/9/30
2007,25,15,22.6568351,120.330578,21.56862745,0.078431373,17.64705882,18.6440678,278.4313725,2007/6/18,2007/6/24
2006,22,16,22.6480125,120.32301,21.56862745,0,13.7254902,11.34020619,241.1764706,2006/5/22,2006/5/28
2008,27,26,22.6466511,120.3053498,21.56862745,0,9.803921569,12.94117647,115.6862745,2008/6/30,2008/7/6
2009,18,58,22.6464403,120.2902105,21.56862745,0,11.76470588,15.49295775,217.6470588,2009/4/27,2009/5/3
2012,41,26,22.6466511,120.3053498,21.42857143,0.714285714,21.42857143,16.66666667,442.8571429,2012/10/1,2012/10/7
2007,45,27,22.6497893,120.2966989,21.21212121,0.015151515,13.63636364,10.29411765,195.4545455,2007/11/5,2007/11/11
2010,46,38,22.636999,120.3049893,21.19205298,0.152317881,18.54304636,23.88059701,472.1854305,2010/11/8,2010/11/14
2010,51,6,22.6352957,120.2905709,21.15384615,0.096153846,5.769230769,21.56862745,340.3846154,2010/12/13,2010/12/19
2010,23,32,22.6395987,120.3150812,21.15384615,0,21.15384615,19.29824561,311.5384615,2010/5/31,2010/6/6
2007,24,35,22.636206,120.3168833,21.15384615,0.057692308,15.38461538,16.41791045,88.46153846,2007/6/11,2007/6/17
2010,29,48,22.6665247,120.3291365,21.15384615,0.038461538,9.615384615,17.1875,275,2010/7/12,2010/7/18
2010,51,52,22.6420718,120.2999431,21.15384615,0.038461538,11.53846154,18.03278689,448.0769231,2010/12/13,2010/12/19
2007,28,59,22.6437128,120.2985012,21.15384615,0,11.53846154,16.41791045,203.8461538,2007/7/9,2007/7/15
2011,45,10,22.6535995,120.3251724,21.11553785,0.027888446,13.94422311,25,199.2031873,2011/10/31,2011/11/6
2006,40,85,22.6594543,120.3212081,21.05263158,0.119617225,18.66028708,15.60283688,357.4162679,2006/9/25,2006/10/1
2008,21,29,22.6494122,120.3017453,20.75471698,0.037735849,18.86792453,16.66666667,220.754717,2008/5/19,2008/5/25
2006,22,70,22.6378342,120.3284158,20.75471698,0.094339623,15.09433962,12.5,260.3773585,2006/5/22,2006/5/28
2010,40,53,22.638573,120.2941757,20.7253886,0,13.47150259,23.95209581,291.1917098,2010/9/27,2010/10/3
2010,30,57,22.6432638,120.300664,20.51282051,0.051282051,16.66666667,13.67521368,246.1538462,2010/7/19,2010/7/25
2011,49,47,22.6625794,120.3255327,20.45454545,0,13.63636364,23.07692308,88.63636364,2011/11/28,2011/12/4
2010,24,12,22.6572136,120.3255327,20.37037037,0,11.11111111,24.44444444,227.7777778,2010/6/7,2010/6/13
2006,37,74,22.6403602,120.3356231,20.23809524,0.035714286,14.28571429,13.17829457,210.7142857,2006/9/4,2006/9/10
2011,42,67,22.643232,120.3331006,20.23121387,0.098265896,12.13872832,23.64864865,241.0404624,2011/10/10,2011/10/16
2010,39,40,22.6390265,120.2855241,20.19230769,0.033653846,11.53846154,17.72151899,206.7307692,2010/9/20,2010/9/26
2006,36,66,22.6402174,120.3298573,20.16806723,0.042016807,12.60504202,14.28571429,274.789916,2006/8/28,2006/9/3
