year,ISO,LiNo,latitude,longitude,Breteau_index,Aeg_aed_index,Res_index,Contain_index,Larvae_index,date,
2011,31,56,22.6409958,120.2938152,8,0,8,9.523809524,50,2011/7/25,2011/7/31
2011,32,56,22.6409958,120.2938152,8,0.02,8,7.843137255,60,2011/8/1,2011/8/7
2012,22,56,22.6409958,120.2938152,8,0.02,8,13.33333333,112,2012/5/21,2012/5/27
2005,31,57,22.6432638,120.300664,8,0.02,6,6.060606061,152,2005/7/25,2005/7/31
2005,26,58,22.6464403,120.2902105,8,0.06,4,8.695652174,196,2005/6/20,2005/6/26
2005,27,58,22.6464403,120.2902105,8,0.02,8,6.451612903,56,2005/6/27,2005/7/3
2007,37,58,22.6464403,120.2902105,8,0,6,5.633802817,76,2007/9/10,2007/9/16
2011,29,58,22.6464403,120.2902105,8,0,8,6.779661017,48,2011/7/11,2011/7/17
2005,27,59,22.6437128,120.2985012,8,0,8,8.510638298,72,2005/6/27,2005/7/3
2010,26,61,22.6364107,120.2948966,8,0,6,7.142857143,70,2010/6/21,2010/6/27
2011,26,61,22.6364107,120.2948966,8,0,4,8,96,2011/6/20,2011/6/26
2011,30,61,22.6364107,120.2948966,8,0.02,8,8.333333333,82,2011/7/18,2011/7/24
2011,29,62,22.6392101,120.2894895,8,0.02,8,13.79310345,68,2011/7/11,2011/7/17
2012,20,63,22.6437991,120.3255327,8,0,6,10.81081081,164,2012/5/7,2012/5/13
2005,18,64,22.6351375,120.3413886,8,0,6,4.545454545,144,2005/4/25,2005/5/1
2012,22,64,22.6351375,120.3413886,8,0.1,8,8.888888889,96,2012/5/21,2012/5/27
2012,31,64,22.6351375,120.3413886,8,0.02,8,11.42857143,194,2012/7/23,2012/7/29
2007,30,65,22.6473667,120.3341816,8,0.02,6,13.79310345,120,2007/7/23,2007/7/29
2007,36,65,22.6473667,120.3341816,8,0,6,9.523809524,44,2007/9/3,2007/9/9
2007,39,65,22.6473667,120.3341816,8,0,8,8.695652174,68,2007/9/24,2007/9/30
2010,39,65,22.6473667,120.3341816,8,0.08,8,8,110,2010/9/20,2010/9/26
2007,39,66,22.6402174,120.3298573,8,0,8,6.153846154,106,2007/9/24,2007/9/30
2008,10,66,22.6402174,120.3298573,8,0,4,7.142857143,50,2008/3/3,2008/3/9
2005,27,67,22.643232,120.3331006,8,0.04,8,8.695652174,146,2005/6/27,2005/7/3
2008,40,67,22.643232,120.3331006,8,0,8,7.547169811,38,2008/9/29,2008/10/5
2011,25,67,22.643232,120.3331006,8,0,8,14.81481481,36,2011/6/13,2011/6/19
2005,32,68,22.6485655,120.3284158,8,0.02,4,6.779661017,310,2005/8/1,2005/8/7
2007,39,68,22.6485655,120.3284158,8,0,6,5.797101449,124,2007/9/24,2007/9/30
2011,18,68,22.6485655,120.3284158,8,0.02,2,8.163265306,58,2011/4/25,2011/5/1
2012,18,68,22.6485655,120.3284158,8,0.04,6,12.90322581,114,2012/4/23,2012/4/29
2007,17,69,22.6416229,120.3392266,8,0.08,6,5.263157895,104,2007/4/23,2007/4/29
2008,18,69,22.6416229,120.3392266,8,0,6,8,36,2008/4/28,2008/5/4
2011,26,69,22.6416229,120.3392266,8,0.06,8,9.523809524,120,2011/6/20,2011/6/26
2011,29,69,22.6416229,120.3392266,8,0,6,8.695652174,64,2011/7/11,2011/7/17
2008,10,70,22.6378342,120.3284158,8,0,6,5.970149254,66,2008/3/3,2008/3/9
2008,13,70,22.6378342,120.3284158,8,0,8,6.666666667,86,2008/3/24,2008/3/30
2011,31,70,22.6378342,120.3284158,8,0,8,8.163265306,44,2011/7/25,2011/7/31
2005,18,71,22.6375204,120.34283,8,0.08,8,6.896551724,216,2005/4/25,2005/5/1
2011,49,71,22.6375204,120.34283,8,0,8,15.38461538,16,2011/11/28,2011/12/4
2007,25,72,22.6396034,120.3457126,8,0.04,8,5.882352941,28,2007/6/18,2007/6/24
2007,36,72,22.6396034,120.3457126,8,0,8,5.970149254,100,2007/9/3,2007/9/9
2007,21,73,22.6366358,120.3341816,8,0.04,8,3.539823009,144,2007/5/21,2007/5/27
2008,20,73,22.6366358,120.3341816,8,0,8,6.557377049,68,2008/5/12,2008/5/18
2008,8,73,22.6366358,120.3341816,8,0,8,6.666666667,94,2008/2/18,2008/2/24
2012,13,73,22.6366358,120.3341816,8,0,4,11.76470588,100,2012/3/19,2012/3/25
2012,19,73,22.6366358,120.3341816,8,0,6,7.843137255,62,2012/4/30,2012/5/6
2007,26,74,22.6403602,120.3356231,8,0.02,6,5,104,2007/6/25,2007/7/1
2007,34,75,22.6384195,120.3385059,8,0.02,8,5.555555556,198,2007/8/20,2007/8/26
2008,48,75,22.6384195,120.3385059,8,0.02,6,10.38961039,96,2008/11/24,2008/11/30
2008,52,75,22.6384195,120.3385059,8,0.02,8,6.557377049,44,2008/12/22,2008/12/28
2011,27,75,22.6384195,120.3385059,8,0.1,8,12.12121212,80,2011/6/27,2011/7/3
2008,21,76,22.6445413,120.3284158,8,0.1,6,7.272727273,44,2008/5/19,2008/5/25
2011,33,76,22.6445413,120.3284158,8,0.06,8,9.302325581,294,2011/8/8,2011/8/14
2007,28,77,22.6458505,120.3237308,8,0.02,6,5.063291139,88,2007/7/9,2007/7/15
2005,14,78,22.6560292,120.3183249,8,0,2,11.76470588,174,2005/3/28,2005/4/3
2006,1,78,22.6560292,120.3183249,8,0.04,8,6.666666667,66,2006/1/1,2006/1/1
2007,17,78,22.6560292,120.3183249,8,0,4,5.555555556,96,2007/4/23,2007/4/29
2007,39,78,22.6560292,120.3183249,8,0,6,6.25,42,2007/9/24,2007/9/30
2007,52,78,22.6560292,120.3183249,8,0,6,6.060606061,62,2007/12/24,2007/12/30
2008,19,78,22.6560292,120.3183249,8,0.04,8,7.01754386,114,2008/5/5,2008/5/11
2012,21,78,22.6560292,120.3183249,8,0,6,11.76470588,82,2012/5/14,2012/5/20
2005,22,79,22.6493216,120.3183249,8,0,6,8.888888889,150,2005/5/23,2005/5/29
2005,43,79,22.6493216,120.3183249,8,0.14,2,21.05263158,10,2005/10/17,2005/10/23
2011,21,79,22.6493216,120.3183249,8,0,4,8.333333333,30,2011/5/16,2011/5/22
2011,25,79,22.6493216,120.3183249,8,0,6,9.302325581,50,2011/6/13,2011/6/19
2011,33,79,22.6493216,120.3183249,8,0.06,6,10.25641026,88,2011/8/8,2011/8/14
2005,44,80,22.6556903,120.3215685,8,0.04,6,7.01754386,218,2005/10/24,2005/10/30
2011,22,80,22.6556903,120.3215685,8,0.04,4,12.12121212,54,2011/5/23,2011/5/29
2012,20,80,22.6556903,120.3215685,8,0,6,8.695652174,246,2012/5/7,2012/5/13
2012,28,80,22.6556903,120.3215685,8,0,6,12.5,116,2012/7/2,2012/7/8
2005,22,81,22.6524079,120.3244516,8,0,2,6.25,140,2005/5/23,2005/5/29
2005,43,81,22.6524079,120.3244516,8,0,6,9.523809524,26,2005/10/17,2005/10/23
2007,35,81,22.6524079,120.3244516,8,0,8,4.938271605,102,2007/8/27,2007/9/2
2007,29,82,22.6513662,120.32301,8,0.02,6,4.301075269,140,2007/7/16,2007/7/22
2005,43,83,22.651373,120.3165229,8,0,4,9.756097561,110,2005/10/17,2005/10/23
2006,10,83,22.651373,120.3165229,8,0,6,3.571428571,128,2006/2/27,2006/3/5
2006,51,83,22.651373,120.3165229,8,0.02,4,6.451612903,204,2006/12/11,2006/12/17
2007,40,83,22.651373,120.3165229,8,0,8,9.090909091,52,2007/10/1,2007/10/7
2008,19,83,22.651373,120.3165229,8,0.02,4,7.142857143,38,2008/5/5,2008/5/11
2008,37,83,22.651373,120.3165229,8,0,6,6.060606061,36,2008/9/8,2008/9/14
2012,20,84,22.6509951,120.3215685,8,0,8,12.90322581,110,2012/5/7,2012/5/13
2011,25,85,22.6594543,120.3212081,8,0,6,9.523809524,56,2011/6/13,2011/6/19
2010,17,86,22.6523825,120.3132792,8,0,4,9.302325581,104,2010/4/19,2010/4/25
2012,21,31,22.639853,120.3219289,7.947019868,0,5.960264901,15,78.14569536,2012/5/14,2012/5/20
2007,49,25,22.6471059,120.2966989,7.936507937,0,4.761904762,4.62962963,84.12698413,2007/12/3,2007/12/9
2008,16,71,22.6375204,120.34283,7.920792079,0.04950495,7.920792079,6.504065041,64.35643564,2008/4/14,2008/4/20
2011,48,75,22.6384195,120.3385059,7.913669065,0.007194245,7.194244604,14.86486486,93.52517986,2011/11/21,2011/11/27
2010,45,13,22.6507594,120.3323798,7.894736842,0.026315789,5.701754386,9.375,92.54385965,2010/11/1,2010/11/7
2012,18,52,22.6420718,120.2999431,7.878787879,0.036363636,7.272727273,8.441558442,69.6969697,2012/4/23,2012/4/29
2005,19,6,22.6352957,120.2905709,7.843137255,0.019607843,5.882352941,6.896551724,160.7843137,2005/5/2,2005/5/8
2007,3,10,22.6535995,120.3251724,7.843137255,0,7.843137255,10.25641026,33.33333333,2007/1/15,2007/1/21
2007,12,13,22.6507594,120.3323798,7.843137255,0.039215686,5.882352941,7.843137255,129.4117647,2007/3/19,2007/3/25
2007,47,13,22.6507594,120.3323798,7.843137255,0,3.921568627,5.970149254,94.11764706,2007/11/19,2007/11/25
2010,23,17,22.6458181,120.3190457,7.843137255,0.058823529,7.843137255,8.163265306,143.1372549,2010/5/31,2010/6/6
2008,28,23,22.6467948,120.3111166,7.843137255,0,5.882352941,6.349206349,25.49019608,2008/7/7,2008/7/13
2007,42,25,22.6471059,120.2966989,7.843137255,0,5.882352941,4.166666667,64.70588235,2007/10/15,2007/10/21
2006,22,26,22.6466511,120.3053498,7.843137255,0,7.843137255,5.063291139,82.35294118,2006/5/22,2006/5/28
2009,11,27,22.6497893,120.2966989,7.843137255,0,7.843137255,6.666666667,103.9215686,2009/3/9,2009/3/15
2009,29,28,22.6490349,120.3067915,7.843137255,0,7.843137255,5.970149254,27.45098039,2009/7/13,2009/7/19
2005,44,29,22.6494122,120.3017453,7.843137255,0.117647059,7.843137255,5.333333333,86.2745098,2005/10/24,2005/10/30
2009,31,29,22.6494122,120.3017453,7.843137255,0,5.882352941,6.896551724,78.43137255,2009/7/27,2009/8/2
2007,40,33,22.6386012,120.3053498,7.843137255,0,7.843137255,4.651162791,62.74509804,2007/10/1,2007/10/7
2005,30,34,22.6387562,120.2981408,7.843137255,0.019607843,7.843137255,4.494382022,201.9607843,2005/7/18,2005/7/24
2006,13,37,22.6381576,120.3010244,7.843137255,0,5.882352941,5.194805195,68.62745098,2006/3/20,2006/3/26
2008,17,45,22.6691445,120.3197665,7.843137255,0.019607843,7.843137255,7.692307692,147.0588235,2008/4/21,2008/4/27
2007,35,46,22.6638891,120.3208477,7.843137255,0.039215686,7.843137255,4.87804878,129.4117647,2007/8/27,2007/9/2
2009,39,46,22.6638891,120.3208477,7.843137255,0.117647059,7.843137255,10,62.74509804,2009/9/21,2009/9/27
2009,18,47,22.6625794,120.3255327,7.843137255,0,7.843137255,7.547169811,45.09803922,2009/4/27,2009/5/3
2009,39,48,22.6665247,120.3291365,7.843137255,0,5.882352941,8.888888889,21.56862745,2009/9/21,2009/9/27
2010,11,48,22.6665247,120.3291365,7.843137255,0,7.843137255,5.882352941,103.9215686,2010/3/8,2010/3/14
2010,27,48,22.6665247,120.3291365,7.843137255,0,3.921568627,6.349206349,68.62745098,2010/6/28,2010/7/4
2007,20,50,22.6709279,120.3240912,7.843137255,0,3.921568627,5.797101449,103.9215686,2007/5/14,2007/5/20
2010,26,50,22.6709279,120.3240912,7.843137255,0,7.843137255,6.25,41.17647059,2010/6/21,2010/6/27
2009,23,52,22.6420718,120.2999431,7.843137255,0,3.921568627,6.557377049,23.52941176,2009/6/1,2009/6/7
2008,18,57,22.6432638,120.300664,7.843137255,0.019607843,7.843137255,5.797101449,86.2745098,2008/4/28,2008/5/4
2010,22,58,22.6464403,120.2902105,7.843137255,0,3.921568627,6.153846154,111.7647059,2010/5/24,2010/5/30
2010,32,59,22.6437128,120.2985012,7.843137255,0,7.843137255,5.714285714,52.94117647,2010/8/2,2010/8/8
2008,12,61,22.6364107,120.2948966,7.843137255,0,1.960784314,6.060606061,50.98039216,2008/3/17,2008/3/23
2007,40,62,22.6392101,120.2894895,7.843137255,0.058823529,5.882352941,6.666666667,141.1764706,2007/10/1,2007/10/7
2010,9,62,22.6392101,120.2894895,7.843137255,0.117647059,5.882352941,7.01754386,84.31372549,2010/2/22,2010/2/28
2007,34,63,22.6437991,120.3255327,7.843137255,0,7.843137255,5.405405405,150.9803922,2007/8/20,2007/8/26
2011,47,66,22.6402174,120.3298573,7.843137255,0.019607843,7.843137255,17.39130435,54.90196078,2011/11/14,2011/11/20
2009,21,68,22.6485655,120.3284158,7.843137255,0,3.921568627,7.142857143,50.98039216,2009/5/18,2009/5/24
2007,52,69,22.6416229,120.3392266,7.843137255,0.019607843,7.843137255,5.128205128,74.50980392,2007/12/24,2007/12/30
2009,23,71,22.6375204,120.34283,7.843137255,0,5.882352941,6.153846154,0,2009/6/1,2009/6/7
2008,42,78,22.6560292,120.3183249,7.843137255,0,7.843137255,6.349206349,54.90196078,2008/10/13,2008/10/19
2009,23,79,22.6493216,120.3183249,7.843137255,0.078431373,5.882352941,9.090909091,184.3137255,2009/6/1,2009/6/7
2010,28,83,22.651373,120.3165229,7.843137255,0.049019608,6.862745098,5.839416058,150,2010/7/5,2010/7/11
2010,8,83,22.651373,120.3165229,7.843137255,0,7.843137255,5,56.8627451,2010/2/15,2010/2/21
2008,14,84,22.6509951,120.3215685,7.843137255,0,7.843137255,7.547169811,60.78431373,2008/3/31,2008/4/6
2009,11,84,22.6509951,120.3215685,7.843137255,0.117647059,0,8.163265306,76.47058824,2009/3/9,2009/3/15
2010,30,85,22.6594543,120.3212081,7.843137255,0,5.882352941,8.163265306,131.372549,2010/7/19,2010/7/25
2011,42,76,22.6445413,120.3284158,7.818930041,0.028806584,6.58436214,9.004739336,77.77777778,2011/10/10,2011/10/16
2010,38,32,22.6395987,120.3150812,7.804878049,0,5.365853659,8,69.26829268,2010/9/13,2010/9/19
2011,47,35,22.636206,120.3168833,7.784431138,0.023952096,5.089820359,11.81818182,70.35928144,2011/11/14,2011/11/20
2010,36,62,22.6392101,120.2894895,7.777777778,0,6.666666667,10.9375,114.4444444,2010/8/30,2010/9/5
2007,33,62,22.6392101,120.2894895,7.762557078,0.034246575,5.936073059,4.244694132,68.03652968,2007/8/13,2007/8/19
2010,27,49,22.6625156,120.3161625,7.75862069,0.051724138,6.034482759,5.960264901,143.1034483,2010/6/28,2010/7/4
2012,23,77,22.6458505,120.3237308,7.743362832,0.013274336,5.088495575,12.28070175,72.34513274,2012/5/28,2012/6/3
2011,41,72,22.6396034,120.3457126,7.709750567,0.011337868,7.256235828,9.090909091,56.00907029,2011/10/3,2011/10/9
2006,17,2,22.6436793,120.2938152,7.692307692,0,7.692307692,3.03030303,105.7692308,2006/4/17,2006/4/23
2006,9,2,22.6436793,120.2938152,7.692307692,0.019230769,1.923076923,4.705882353,132.6923077,2006/2/20,2006/2/26
2009,23,2,22.6436793,120.2938152,7.692307692,0,3.846153846,6.349206349,138.4615385,2009/6/1,2009/6/7
2006,40,3,22.643491,120.2963385,7.692307692,0.027472527,5.494505495,6.194690265,103.8461538,2006/9/25,2006/10/1
2010,34,6,22.6352957,120.2905709,7.692307692,0.010989011,7.692307692,7.608695652,75.82417582,2010/8/16,2010/8/22
2005,42,8,22.6448263,120.3399473,7.692307692,0,9.615384615,7.692307692,165.3846154,2005/10/10,2005/10/16
2006,22,8,22.6448263,120.3399473,7.692307692,0.038461538,3.846153846,5.194805195,98.07692308,2006/5/22,2006/5/28
2010,25,9,22.6527321,120.3341816,7.692307692,0.038461538,5.769230769,7.142857143,86.53846154,2010/6/14,2010/6/20
2007,17,10,22.6535995,120.3251724,7.692307692,0.057692308,7.692307692,7.407407407,44.23076923,2007/4/23,2007/4/29
2009,25,10,22.6535995,120.3251724,7.692307692,0,7.692307692,6.25,63.46153846,2009/6/15,2009/6/21
2006,22,11,22.6491501,120.3385059,7.692307692,0,1.923076923,3.96039604,134.6153846,2006/5/22,2006/5/28
2009,40,13,22.6507594,120.3323798,7.692307692,0.019230769,7.692307692,6.779661017,59.61538462,2009/9/28,2009/10/4
2010,22,13,22.6507594,120.3323798,7.692307692,0,7.692307692,4.597701149,109.6153846,2010/5/24,2010/5/30
2006,18,14,22.6449684,120.3457126,7.692307692,0,5.769230769,3.80952381,113.4615385,2006/4/24,2006/4/30
2006,14,17,22.6458181,120.3190457,7.692307692,0,7.692307692,5.479452055,75,2006/3/27,2006/4/2
2006,18,17,22.6458181,120.3190457,7.692307692,0.057692308,3.846153846,5.555555556,132.6923077,2006/4/24,2006/4/30
2006,22,17,22.6458181,120.3190457,7.692307692,0.038461538,7.692307692,5.405405405,173.0769231,2006/5/22,2006/5/28
2007,19,17,22.6458181,120.3190457,7.692307692,0.019230769,5.769230769,5.882352941,53.84615385,2007/5/7,2007/5/13
2007,45,17,22.6458181,120.3190457,7.692307692,0.019230769,7.692307692,6.896551724,86.53846154,2007/11/5,2007/11/11
2008,15,17,22.6458181,120.3190457,7.692307692,0,7.692307692,6.896551724,40.38461538,2008/4/7,2008/4/13
2010,29,17,22.6458181,120.3190457,7.692307692,0,7.692307692,7.692307692,117.3076923,2010/7/12,2010/7/18
2007,34,18,22.6447551,120.2999431,7.692307692,0.019230769,5.769230769,4.395604396,71.15384615,2007/8/20,2007/8/26
2008,25,21,22.6338814,120.2876871,7.692307692,0,3.846153846,3.703703704,125,2008/6/16,2008/6/22
2009,29,22,22.6424705,120.3125583,7.692307692,0,7.692307692,6.896551724,48.07692308,2009/7/13,2009/7/19
2007,42,23,22.6467948,120.3111166,7.692307692,0.019230769,5.769230769,6.666666667,90.38461538,2007/10/15,2007/10/21
2008,13,23,22.6467948,120.3111166,7.692307692,0.019230769,5.769230769,7.01754386,51.92307692,2008/3/24,2008/3/30
2006,22,25,22.6471059,120.2966989,7.692307692,0.019230769,7.692307692,4.597701149,117.3076923,2006/5/22,2006/5/28
2006,14,26,22.6466511,120.3053498,7.692307692,0.019230769,7.692307692,4.761904762,130.7692308,2006/3/27,2006/4/2
2009,23,27,22.6497893,120.2966989,7.692307692,0.019230769,5.769230769,7.407407407,90.38461538,2009/6/1,2009/6/7
2010,22,29,22.6494122,120.3017453,7.692307692,0.019230769,7.692307692,4.938271605,57.69230769,2010/5/24,2010/5/30
2008,14,30,22.6389998,120.3179645,7.692307692,0,7.692307692,5.633802817,30.76923077,2008/3/31,2008/4/6
2009,26,31,22.639853,120.3219289,7.692307692,0,5.769230769,5.633802817,57.69230769,2009/6/22,2009/6/28
2009,13,32,22.6395987,120.3150812,7.692307692,0.019230769,3.846153846,6.557377049,78.84615385,2009/3/23,2009/3/29
2009,40,32,22.6395987,120.3150812,7.692307692,0.115384615,7.692307692,7.547169811,40.38461538,2009/9/28,2009/10/4
2006,39,36,22.6386344,120.3100354,7.692307692,0.021978022,5.494505495,6.422018349,137.3626374,2006/9/18,2006/9/24
2009,27,36,22.6386344,120.3100354,7.692307692,0,5.769230769,7.272727273,84.61538462,2009/6/29,2009/7/5
2010,9,37,22.6381576,120.3010244,7.692307692,0.057692308,5.769230769,6.25,80.76923077,2010/2/22,2010/2/28
2009,19,38,22.636999,120.3049893,7.692307692,0,3.846153846,5.882352941,28.84615385,2009/5/4,2009/5/10
2009,26,39,22.633484,120.3186853,7.692307692,0.057692308,7.692307692,6.896551724,105.7692308,2009/6/22,2009/6/28
2009,30,39,22.633484,120.3186853,7.692307692,0,7.692307692,6.896551724,57.69230769,2009/7/20,2009/7/26
2006,18,43,22.6405028,120.3042684,7.692307692,0.019230769,7.692307692,7.407407407,273.0769231,2006/4/24,2006/4/30
2006,14,44,22.6430364,120.3049893,7.692307692,0.076923077,5.769230769,4.545454545,148.0769231,2006/3/27,2006/4/2
2009,42,44,22.6430364,120.3049893,7.692307692,0,7.692307692,5.194805195,46.15384615,2009/10/12,2009/10/18
2009,10,45,22.6691445,120.3197665,7.692307692,0,5.769230769,8,25,2009/3/2,2009/3/8
2006,18,47,22.6625794,120.3255327,7.692307692,0.076923077,5.769230769,5.797101449,92.30769231,2006/4/24,2006/4/30
2007,20,48,22.6665247,120.3291365,7.692307692,0.115384615,5.769230769,7.272727273,36.53846154,2007/5/14,2007/5/20
2009,26,48,22.6665247,120.3291365,7.692307692,0,5.769230769,8.510638298,50,2009/6/22,2009/6/28
2010,25,49,22.6625156,120.3161625,7.692307692,0.019230769,7.692307692,5.714285714,96.15384615,2010/6/14,2010/6/20
2010,26,49,22.6625156,120.3161625,7.692307692,0,5.769230769,7.547169811,100,2010/6/21,2010/6/27
2010,29,49,22.6625156,120.3161625,7.692307692,0,7.692307692,8.695652174,92.30769231,2010/7/12,2010/7/18
2006,10,50,22.6709279,120.3240912,7.692307692,0.057692308,3.846153846,4.210526316,109.6153846,2006/2/27,2006/3/5
2006,17,57,22.6432638,120.300664,7.692307692,0.019230769,7.692307692,5.479452055,59.61538462,2006/4/17,2006/4/23
2012,19,57,22.6432638,120.300664,7.692307692,0,7.692307692,9.756097561,40.38461538,2012/4/30,2012/5/6
2009,24,58,22.6464403,120.2902105,7.692307692,0.057692308,5.769230769,6.779661017,44.23076923,2009/6/8,2009/6/14
2010,22,59,22.6437128,120.2985012,7.692307692,0.019230769,7.692307692,6.779661017,50,2010/5/24,2010/5/30
2006,9,60,22.6430695,120.3096749,7.692307692,0,6.153846154,4.310344828,95.38461538,2006/2/20,2006/2/26
2009,26,60,22.6430695,120.3096749,7.692307692,0,7.692307692,6.25,119.2307692,2009/6/22,2009/6/28
2010,23,62,22.6392101,120.2894895,7.692307692,0.019230769,7.692307692,5.797101449,78.84615385,2010/5/31,2010/6/6
2010,22,64,22.6351375,120.3413886,7.692307692,0.711538462,7.692307692,10.25641026,80.76923077,2010/5/24,2010/5/30
2007,17,67,22.643232,120.3331006,7.692307692,0.038461538,5.769230769,6.060606061,101.9230769,2007/4/23,2007/4/29
2006,18,68,22.6485655,120.3284158,7.692307692,0.019230769,7.692307692,5.333333333,42.30769231,2006/4/24,2006/4/30
2008,21,68,22.6485655,120.3284158,7.692307692,0.384615385,7.692307692,5.714285714,105.7692308,2008/5/19,2008/5/25
2009,24,68,22.6485655,120.3284158,7.692307692,0.038461538,3.846153846,7.547169811,25,2009/6/8,2009/6/14
2009,26,72,22.6396034,120.3457126,7.692307692,0.038461538,7.692307692,6.666666667,107.6923077,2009/6/22,2009/6/28
2007,17,74,22.6403602,120.3356231,7.692307692,0.057692308,5.769230769,7.142857143,71.15384615,2007/4/23,2007/4/29
2006,22,78,22.6560292,120.3183249,7.692307692,0.019230769,5.769230769,5.479452055,88.46153846,2006/5/22,2006/5/28
2007,15,78,22.6560292,120.3183249,7.692307692,0.038461538,7.692307692,5.633802817,71.15384615,2007/4/9,2007/4/15
2010,17,79,22.6493216,120.3183249,7.692307692,0,1.923076923,6.25,157.6923077,2010/4/19,2010/4/25
2010,49,79,22.6493216,120.3183249,7.692307692,0.019230769,5.769230769,10,76.92307692,2010/11/29,2010/12/5
2006,18,81,22.6524079,120.3244516,7.692307692,0.038461538,5.769230769,5.333333333,32.69230769,2006/4/24,2006/4/30
2011,39,83,22.651373,120.3165229,7.692307692,0,7.692307692,11.11111111,134.6153846,2011/9/19,2011/9/25
2009,24,86,22.6523825,120.3132792,7.692307692,0,7.692307692,7.01754386,63.46153846,2009/6/8,2009/6/14
2011,43,20,22.6411791,120.2977803,7.633587786,0.022900763,6.106870229,8.064516129,61.06870229,2011/10/17,2011/10/23
2010,46,77,22.6458505,120.3237308,7.613168724,0.018518519,6.58436214,10.08174387,97.94238683,2010/11/8,2010/11/14
2007,19,12,22.6572136,120.3255327,7.547169811,0.018867925,7.547169811,7.692307692,116.9811321,2007/5/7,2007/5/13
2011,45,15,22.6568351,120.330578,7.547169811,0.018867925,7.547169811,7.272727273,33.96226415,2011/10/31,2011/11/6
2009,31,17,22.6458181,120.3190457,7.547169811,0,5.660377358,7.547169811,33.96226415,2009/7/27,2009/8/2
2011,32,23,22.6467948,120.3111166,7.547169811,0.056603774,7.547169811,7.01754386,98.11320755,2011/8/1,2011/8/7
2008,49,25,22.6471059,120.2966989,7.547169811,0,5.660377358,3.96039604,90.56603774,2008/12/1,2008/12/7
2006,49,27,22.6497893,120.2966989,7.547169811,0.037735849,1.886792453,6.557377049,852.8301887,2006/11/27,2006/12/3
2009,24,37,22.6381576,120.3010244,7.547169811,0.113207547,3.773584906,5.714285714,154.7169811,2009/6/8,2009/6/14
2006,13,48,22.6665247,120.3291365,7.547169811,0.037735849,7.547169811,5.970149254,50.94339623,2006/3/20,2006/3/26
2010,30,48,22.6665247,120.3291365,7.547169811,0,5.660377358,6.779661017,135.8490566,2010/7/19,2010/7/25
2008,42,49,22.6625156,120.3161625,7.547169811,0,3.773584906,7.407407407,94.33962264,2008/10/13,2008/10/19
2010,28,49,22.6625156,120.3161625,7.547169811,0.037735849,7.547169811,6.779661017,175.4716981,2010/7/5,2010/7/11
2006,22,52,22.6420718,120.2999431,7.547169811,0.018867925,7.547169811,5.263157895,64.1509434,2006/5/22,2006/5/28
2006,22,60,22.6430695,120.3096749,7.547169811,0.018867925,3.773584906,5.479452055,86.79245283,2006/5/22,2006/5/28
2006,17,61,22.6364107,120.2948966,7.547169811,0.056603774,5.660377358,4.395604396,83.01886792,2006/4/17,2006/4/23
2009,40,61,22.6364107,120.2948966,7.547169811,0,7.547169811,5.882352941,58.49056604,2009/9/28,2009/10/4
2009,23,63,22.6437991,120.3255327,7.547169811,0,7.547169811,8.695652174,50.94339623,2009/6/1,2009/6/7
2009,26,71,22.6375204,120.34283,7.547169811,0,5.660377358,5.714285714,35.8490566,2009/6/22,2009/6/28
2005,18,72,22.6396034,120.3457126,7.547169811,0.018867925,5.660377358,7.692307692,7.547169811,2005/4/25,2005/5/1
2009,18,73,22.6366358,120.3341816,7.547169811,0,5.660377358,7.547169811,37.73584906,2009/4/27,2009/5/3
2009,24,77,22.6458505,120.3237308,7.547169811,0.018867925,1.886792453,6.557377049,96.22641509,2009/6/8,2009/6/14
2009,26,80,22.6556903,120.3215685,7.547169811,0,5.660377358,6.451612903,96.22641509,2009/6/22,2009/6/28
2010,40,84,22.6509951,120.3215685,7.516339869,0.006535948,6.862745098,11.55778894,130.7189542,2010/9/27,2010/10/3
2011,44,5,22.6367146,120.2869661,7.5,0.048214286,6.25,13.5483871,69.64285714,2011/10/24,2011/10/30
2012,19,4,22.6366375,120.2905709,7.486631016,0.021390374,6.951871658,9.090909091,59.35828877,2012/4/30,2012/5/6
2009,19,53,22.638573,120.2941757,7.462686567,0,5.970149254,5.813953488,95.52238806,2009/5/4,2009/5/10
2012,43,41,22.6416948,120.3049893,7.428571429,0,4,12.74509804,30.28571429,2012/10/15,2012/10/21
2008,52,12,22.6572136,120.3255327,7.407407407,0.018518519,7.407407407,6.25,31.48148148,2008/12/22,2008/12/28
2007,21,39,22.633484,120.3186853,7.407407407,0,7.407407407,4.545454545,27.77777778,2007/5/21,2007/5/27
2009,29,44,22.6430364,120.3049893,7.407407407,0,7.407407407,7.407407407,27.77777778,2009/7/13,2009/7/19
2009,20,47,22.6625794,120.3255327,7.407407407,0.018518519,7.407407407,6.25,87.03703704,2009/5/11,2009/5/17
2006,50,61,22.6364107,120.2948966,7.407407407,0,3.703703704,11.42857143,75.92592593,2006/12/4,2006/12/10
2009,19,61,22.6364107,120.2948966,7.407407407,0.055555556,7.407407407,3.636363636,66.66666667,2009/5/4,2009/5/10
2006,22,71,22.6375204,120.34283,7.407407407,0.092592593,7.407407407,6.153846154,109.2592593,2006/5/22,2006/5/28
2006,18,76,22.6445413,120.3284158,7.407407407,0.018518519,5.555555556,4.705882353,72.22222222,2006/4/24,2006/4/30
